Hours Used Per Day,Cost,User Age,Needs Replacement,Primary Usage,Brand,Computer Age (Months)
9.762799294,43893.21685,52.00471115,0,3,3,5.340237899
19.59333199,42184.077,9.54854301,0,2,4,4.152641541
19.94334305,39366.03069,11.7166617,0,1,5,56.31546991
9.846054748,24673.19782,34.44408848,0,1,3,32.26266191
11.55985254,36411.36037,59.82555173,0,2,2,37.27927786
7.97557549,22623.39505,38.70600248,0,4,1,29.46299249
22.4487622,31320.8953,36.37531296,0,4,2,6.525789704
3.728806612,32405.49591,14.0120009,0,2,5,46.31727333
22.61826141,13443.84468,45.43646597,1,2,1,45.08625406
22.47623673,21194.34318,54.85988015,0,3,2,19.39049597
16.72892839,28219.64298,29.68394043,0,1,2,19.06811547
20.86880371,20701.27842,52.2098755,1,3,4,50.43264147
13.22615951,48669.48402,62.97516927,0,2,5,5.269078207
1.751158398,48608.97823,19.61468817,0,3,4,52.98520375
11.93871241,30569.81163,37.82978898,0,2,1,16.1430397
15.32957616,8914.252802,24.36686361,1,3,4,35.98610012
10.37820642,21293.00327,53.19270188,0,3,5,56.22365656
4.708032675,25372.84818,40.92282186,0,4,3,41.00922759
16.09742088,31766.5338,44.1711978,0,2,3,25.45135894
23.33647087,48433.39094,53.4811071,0,3,1,41.68251833
13.93034265,24235.97191,30.57031694,0,1,3,21.29479854
17.43932536,42905.47531,60.1601339,0,3,4,17.35824656
2.574360409,23260.47618,38.38264543,0,3,1,59.8043134
10.6063409,49437.72732,17.0034249,0,1,5,45.29662364
3.676245159,31448.49497,47.66624974,0,2,1,39.03847867
15.09430422,43257.03617,53.21589697,0,4,1,21.96208895
22.58508964,30277.73248,26.05541559,0,4,2,3.90048892
16.22088785,38830.06631,56.85921765,0,4,2,2.832355686
2.766470111,25760.48254,59.65016552,0,1,1,33.69669407
9.157322715,24380.63058,23.78355578,0,3,3,45.95993054
13.66525773,48141.92419,64.06072394,0,2,2,32.70537224
10.27377839,47529.41834,16.0205571,0,3,5,50.60631924
20.17381224,46624.06821,19.5148931,0,4,4,2.972165453
19.73743311,38763.0035,18.50081584,0,3,2,22.63837251
15.07211346,44248.04634,58.95741347,0,1,1,14.98715308
9.589532738,22071.10811,45.29467548,0,1,3,27.38910512
6.872736597,30043.67126,16.66994414,0,2,4,5.270207198
3.435109319,29411.09374,33.09843485,0,2,2,57.29376685
9.16264672,39069.35966,43.07198743,0,4,3,14.17206866
10.5029679,30678.7332,12.75745284,0,2,3,55.41615875
16.54392728,24455.20345,58.297733,0,3,3,26.12769615
16.13767596,37894.01226,53.80540152,0,1,1,59.14592386
2.612487212,44431.51762,36.79678609,0,1,5,33.68944462
10.09096425,31463.70483,63.12621707,0,1,3,55.91913899
5.180913946,23968.06145,31.81237582,0,2,4,1.315590333
4.606692222,25900.64592,64.09428819,0,1,2,45.14608956
20.02794944,27124.49916,46.07143993,0,1,4,54.27998853
1.964049984,28996.92779,44.17626258,0,1,1,9.243513452
10.64120615,39283.85212,17.45942903,0,4,1,6.671425252
4.868684083,38028.36454,58.26988222,0,4,4,26.04978382
21.22459496,40882.39585,32.36691221,0,2,5,56.08705546
13.81193181,30875.05954,17.24730413,0,1,1,33.00080705
6.321754637,44719.92956,8.718628639,0,2,1,32.11993136
12.5558276,26122.62983,39.90607397,0,1,4,9.32644098
17.82418627,34071.22243,38.06177846,0,1,1,1.046581154
23.03671421,44028.16165,49.00315648,0,1,5,48.79826535
6.070258098,25404.75943,58.74470902,0,2,5,6.166899216
21.38218076,23295.89341,12.52617532,0,2,5,38.39713931
22.48899463,46510.51903,49.69529995,0,1,2,54.96237082
22.07767252,30287.88988,18.68248081,0,3,5,13.31046288
15.61453021,40516.10375,56.91609203,0,2,5,40.25109734
15.48587505,20760.45813,54.68662029,0,4,2,5.643216026
10.27384456,40701.40665,38.82524403,0,2,3,36.62155349
18.30515129,29483.03935,48.48383952,0,1,1,10.67197154
13.21976242,21672.22561,25.91795645,0,3,5,44.42126007
16.58107564,38294.38285,34.85657024,0,1,1,18.77264639
10.85453179,27224.11448,54.83330317,0,4,4,28.34006952
17.82441867,31604.21726,34.17811624,0,2,1,36.36640198
19.9628449,22417.42437,28.39450112,0,2,2,11.10513123
4.368033902,24414.89753,36.17010949,0,1,1,44.7566313
20.15738346,28939.31706,55.21020739,0,1,1,18.8557801
13.42682023,22692.78502,27.1068587,0,4,1,40.07993973
20.42731591,47324.78794,17.90441081,0,3,3,10.33869999
10.91993925,20181.4113,48.58479916,0,4,3,41.59894189
9.717931164,34515.80657,55.08075812,0,3,4,8.563096296
22.04639685,23697.42374,13.73633628,0,2,2,26.09603328
6.776893154,29230.37268,21.67282443,0,3,1,15.58515835
20.41688348,47781.78679,16.09240342,0,3,1,45.15413972
12.13247317,24850.8366,27.83266046,0,2,1,16.46006527
12.82419518,48974.96959,33.6700058,0,2,1,53.02132108
8.094770474,26173.83131,50.68310121,0,2,3,53.61739247
14.17997061,42246.98325,45.11541234,0,4,4,12.5900376
8.479857514,36400.31795,43.39292835,0,2,5,37.21691076
15.37939251,21405.06638,28.08537196,1,1,2,6.175340861
1.903196528,46534.36183,55.96251053,0,2,1,24.10068888
7.255967923,36619.79767,34.86336854,0,2,4,43.08598204
1.146717998,36036.77657,63.80898147,0,2,5,39.90597156
23.5021601,25863.74001,44.14610188,0,3,4,37.85733949
23.21218583,24986.88086,15.19709027,0,4,3,17.66991096
10.08857184,47494.67453,46.54212104,0,2,5,23.30347202
17.75252965,29835.14597,26.53092888,0,4,4,7.073822537
8.953540263,31162.46765,47.12065021,0,1,3,43.42234641
16.43514261,42794.70975,11.96954545,0,1,4,30.72943901
19.52489099,30164.70447,17.96824192,0,2,4,42.81717231
22.77539363,48561.8734,56.77702376,0,1,5,15.68766796
10.20488234,42137.83307,20.94923475,0,4,3,20.14185549
19.01585361,37922.87728,55.71134414,0,3,1,20.7187049
23.56032385,17974.94228,23.91873704,1,2,2,2.518802175
7.116354365,46426.85482,44.64426887,0,1,5,21.1218245
23.77764299,21488.17725,47.56658269,0,4,3,48.39496984
1.592700772,27711.88077,37.22132093,0,4,4,53.94061125
14.88116255,33951.09003,25.40270857,0,1,3,31.57488062
16.16863758,26809.35618,20.12072945,0,4,2,27.87460002
16.82504781,42317.15562,9.89179321,0,4,2,2.818652503
3.768914312,47576.24093,25.32494487,0,2,1,52.87305592
22.58618502,32713.1036,45.23027906,0,4,1,1.767602592
5.167215418,30263.978,61.48337465,0,1,2,56.74025473
15.32332827,48846.52196,57.65865549,0,2,5,29.86375867
6.12154982,33345.57298,51.66569226,0,1,5,21.17413512
8.065977591,34671.45201,52.94149857,0,3,4,55.52888766
12.12341395,13379.39548,45.9041395,1,1,1,2.439068593
13.56854646,30549.49617,22.83635088,0,1,4,35.3040688
10.59544863,47286.45419,59.71011675,0,2,1,33.38701895
4.685188822,37068.6645,46.23174178,0,4,2,13.93990367
4.931537256,42865.23762,39.94511597,0,1,5,26.30435845
10.61733013,44354.20155,14.32639975,0,2,5,39.48357635
20.59259968,14160.57233,33.482166,1,3,2,43.90074062
18.4175085,30255.47126,34.24042146,0,2,4,1.042294664
21.65318688,33010.82994,57.28012574,0,2,4,56.27435238
2.934936232,45454.15323,39.15894855,0,4,3,10.70699697
10.04138987,30897.66055,29.68283129,0,1,1,14.78124562
3.305647966,43818.054,63.67761873,0,3,4,16.5449333
1.381627055,48229.76968,14.31107382,0,2,2,3.231388057
16.2195297,38696.31119,32.08526041,0,1,4,8.260075292
14.85633717,42248.81862,10.39540648,0,1,5,59.19464545
4.749439618,44152.91936,50.17453488,0,2,1,19.59778751
20.47495395,10132.94414,60.33036348,1,1,3,7.80276433
6.377695161,45351.18947,23.96212778,0,2,1,7.312484409
1.545278334,31851.60014,56.92547558,0,2,5,43.44813809
20.20378573,21537.90378,24.65643914,0,2,5,51.41955118
19.47227449,20042.28665,59.91389921,1,3,5,16.16018567
23.41788371,32056.28814,50.97582851,0,2,5,2.233661228
4.115569346,40212.68689,53.87968628,0,4,2,14.16231109
6.323929917,33510.51157,9.026373669,0,1,3,4.334425757
20.97341905,42468.89453,62.88019035,0,3,5,7.100301261
22.30866735,30709.47288,49.42024655,0,1,5,26.45897907
10.6514298,39042.32423,25.37081244,0,3,4,14.56518388
2.164316862,25592.59415,55.2754959,0,4,3,31.44080683
1.906012175,42481.0831,24.04670831,0,3,1,15.95613144
14.20084692,36370.87906,57.74696886,0,3,3,56.49170077
10.0365875,26121.93166,14.41708225,0,3,3,54.45069411
1.659005834,28757.3352,48.11010072,0,1,3,34.4415602
14.41480502,42458.26126,38.81981317,0,2,5,21.91101553
1.259958342,34478.03707,13.5024648,0,1,5,23.48766604
19.10955504,26480.94321,21.78794821,0,2,2,25.29928471
8.047954922,49018.13571,8.707030068,0,1,1,43.92718001
1.925934069,41453.75059,34.71977403,0,4,4,27.64670074
14.53210108,48714.04498,25.17211986,0,4,3,51.54706684
10.14674153,32813.15136,42.1063766,0,3,1,56.70159237
23.39740951,34253.01022,24.94255504,0,4,1,20.82082305
13.51656924,46938.65649,25.09538936,0,3,2,34.0809744
7.330501164,35751.48021,50.36201233,0,2,4,6.608335673
17.31709389,41218.36736,10.74414165,0,4,3,12.82767382
23.88130615,15257.49485,59.46501473,1,2,4,25.39448024
7.244316058,27565.18632,56.57904084,0,1,2,13.16596024
21.7975957,33401.79406,46.06486694,0,2,5,52.71706896
9.618605322,23703.49597,41.8136295,0,1,1,10.33888911
15.74255323,11417.09085,58.86124239,1,2,3,27.88398847
13.64697694,26179.40108,18.56382023,0,2,5,36.73625519
2.163181388,20028.30246,12.50124224,0,4,2,41.81997058
10.80078847,21177.95155,21.65207968,0,2,4,23.60109281
20.14436141,49318.5147,53.29096189,0,4,1,52.27684505
19.52992252,27270.61085,9.976205203,0,4,3,34.53082991
6.159326854,39899.32129,41.2199896,0,3,5,26.93095905
6.199818633,45172.99096,64.73993842,0,3,5,4.967197409
16.07966237,16921.00232,56.77467735,1,1,1,28.41667864
19.79802218,36519.81378,37.72240428,0,2,4,49.42341461
22.39916366,24594.335,11.62753183,0,1,2,37.25792008
3.193301189,41843.49312,55.38829032,0,2,4,50.09758477
11.35134871,38007.5423,42.14177497,0,3,4,30.14668857
8.761448416,41937.51768,14.55118083,0,3,4,7.989240601
21.02583448,43092.39869,13.34986523,0,2,1,1.804750904
2.921073038,49262.31103,59.84872871,0,2,1,18.88995326
5.855896679,37206.8984,46.14441499,0,3,2,42.18143782
18.30677176,30249.23338,55.26934756,0,3,4,47.62533433
2.179758527,39453.93671,58.10179732,0,1,1,18.44941724
12.94727284,24914.68904,40.59102407,1,3,2,30.24358133
12.32831376,22053.22128,37.49444205,0,2,2,25.84601536
11.1684618,46921.91955,32.53436239,0,1,4,25.22084428
8.691227117,23581.43034,26.0659555,0,2,3,14.64957408
10.07516325,29835.28514,32.77196977,0,4,4,9.045895197
13.1886335,44472.36142,52.11114038,0,1,3,12.60462494
4.711449243,37919.37135,42.30963557,0,2,2,4.264610843
14.1559052,31809.06561,58.87382753,0,3,1,12.68971377
19.52494357,34203.06978,33.27266082,0,4,5,1.54285296
18.48370139,45636.4218,42.60410599,0,2,2,38.00824564
4.539697808,30200.13158,43.98453053,0,1,1,19.66614904
4.432737804,46089.49054,41.72673825,0,2,2,58.41553797
7.168010458,22644.03293,48.05012507,0,4,4,12.429306
9.304718706,43303.95312,21.5337077,0,1,3,21.40388565
10.39447837,45426.42899,37.20473532,0,4,2,22.11262836
16.63303599,25454.52959,13.94081376,0,2,1,1.498638268
2.30364994,32910.39597,29.91714568,0,3,4,50.51326923
1.797472197,24964.99324,35.79702291,0,3,5,2.887673149
10.01394295,41198.12387,45.17678279,0,2,4,56.47061025
17.03476492,36060.43304,62.18027,0,2,3,53.63238671
5.449012888,39059.7004,42.23711079,0,2,4,32.59579305
15.75460307,25894.60901,50.38485322,0,1,5,33.07213892
6.976047173,26352.37586,36.85716539,0,4,1,39.57289745
21.3799805,21244.91977,44.14392979,0,4,2,23.8359507
21.60086872,29662.02606,12.04313632,0,4,3,39.18611472
7.837605698,36792.33984,22.50032011,0,2,5,3.641334933
6.289856341,45738.04742,28.62562631,0,4,3,4.188810014
10.45999136,40007.82342,34.93212124,0,2,4,27.97659476
6.532226459,33061.8897,10.60197849,0,1,3,33.42771577
16.4648284,48593.60343,15.98137356,0,3,5,53.38124078
19.99948774,41577.35602,23.77841554,0,2,2,7.174977401
16.48111901,47904.95609,63.37736338,0,2,2,49.5362277
17.31357764,13705.24559,26.8867794,1,3,3,13.3927929
19.96006029,35827.6392,35.47634031,0,3,1,24.25093526
15.13258231,23413.82802,19.17756963,1,1,3,19.67954365
10.13081973,27767.12824,42.81446405,0,4,4,24.6091611
4.595290326,21584.80059,23.99894328,0,2,2,9.879234386
17.97287179,41782.54554,19.79857697,0,4,2,30.71063439
9.290913618,23639.08994,37.44463982,0,2,2,48.2969128
16.43922898,29083.25385,8.313830552,0,1,1,27.05050661
7.224810666,35974.12724,8.436849861,0,3,1,29.94620098
2.868281601,36932.49763,20.48692212,0,1,5,51.07728753
23.8293813,38017.49591,10.09311766,0,3,3,42.65742876
4.592634682,24987.65991,14.15746799,0,4,3,29.9368101
23.73368286,31392.12214,27.31505701,0,4,4,16.20404324
23.47743845,38515.82681,53.74738374,0,1,2,53.21067806
19.25781639,49094.56594,40.60677267,0,3,1,35.0442037
16.16672813,41828.93413,37.22206038,0,1,4,14.047709
14.28956216,47678.11271,24.72886292,0,3,4,16.87806541
20.92033554,42866.36175,61.10996201,0,3,1,48.38485225
7.657108997,37751.50907,30.62985735,0,4,3,3.604588163
11.75666789,25760.70107,12.96428771,0,4,2,59.53343903
15.2459693,40000.56956,43.17279142,0,3,3,8.690749103
10.45738094,38701.38698,14.48878843,0,3,4,47.968043
10.83218844,38074.07511,27.67771914,0,3,2,24.29174369
8.596547353,34693.57604,36.92248051,0,4,5,30.04075481
13.97733178,35859.69812,57.83068391,0,4,4,52.95838407
20.56321414,30033.27581,36.13215508,0,2,3,25.36176019
5.635152694,35579.38078,48.02874966,0,3,3,32.71213147
22.49195989,25926.67717,64.59055982,0,2,3,3.908680082
16.84901604,44155.23192,15.49487983,0,3,1,1.138500958
19.93528389,25573.30864,23.65969695,0,4,4,15.44319251
13.79238593,22548.9887,30.49083631,0,2,2,41.15440248
18.92888413,33087.38079,32.04420618,0,2,3,8.154628708
1.372609139,39749.22319,31.42820129,0,1,3,7.711955569
19.82274977,33131.50475,59.73382715,0,3,1,25.24667587
1.923193759,28302.62396,48.69986073,0,4,2,39.22238528
21.46800766,36745.13552,42.6505972,0,1,4,43.01224754
23.81514319,30410.07006,25.63424492,0,1,5,11.52858977
7.76355163,47986.0307,54.9560519,0,3,1,5.695700695
5.837326795,47679.35419,62.43844915,0,1,4,56.483425
18.60335737,35071.1546,54.80830211,0,3,5,16.37931657
16.12064043,11900.3368,8.089210996,1,1,3,51.34744336
6.819605841,29836.51982,44.2748781,0,3,3,51.94599558
20.90793481,42113.97242,10.91471674,0,4,2,46.57883291
3.36537962,21101.3883,22.68361156,0,3,5,10.96118279
3.896969517,34243.07018,11.39290792,0,3,3,49.4862861
23.52048577,30089.70183,42.41634082,0,2,3,46.385783
16.49829466,47616.07655,47.13562507,0,4,2,36.20665642
20.47840616,20360.09082,14.52579537,0,4,4,20.89492007
8.459575679,36584.44627,29.87881633,0,4,3,16.48800765
16.55912624,42219.90743,34.00548101,0,1,1,8.191463513
14.66756203,34550.53963,29.03602224,0,2,1,31.07566695
14.87245276,22562.0909,14.89842503,0,4,4,35.53039166
16.69824657,49173.8417,31.88002404,0,1,5,22.20100044
14.23326098,35540.31294,50.81714873,0,1,2,29.04618499
10.86843449,38425.58733,12.04743688,0,1,1,22.44735298
7.346221971,27098.29348,12.5702608,0,2,1,38.81935738
18.67737061,34504.94255,28.22196363,0,1,4,54.17429326
6.20426589,32874.48476,61.67836556,0,2,5,10.67129546
16.92414904,22246.87526,46.10864086,0,3,5,23.50311978
6.366654921,23184.81061,46.68418753,0,1,4,9.311247633
15.38259391,45124.17559,28.62943948,0,4,1,37.87168245
18.18280014,27194.59857,41.8386651,0,1,2,44.00336006
6.030419445,25848.74814,8.57747749,0,3,1,55.98285122
2.37869592,35147.34354,44.25747465,0,3,5,17.45344365
4.012396089,43062.41394,60.05735601,0,1,1,57.06246115
14.93793025,21858.39556,42.9166877,0,3,2,4.732497637
20.53726734,37304.23759,57.80081983,0,2,3,36.57781794
2.034926888,23576.31329,49.26646416,0,2,1,4.370830441
17.88547896,21093.83152,14.87182974,0,1,4,53.73267708
8.850328857,21582.31856,59.43983852,0,2,3,32.25873437
12.00615251,45024.92325,11.78729913,0,2,4,40.4915527
22.36376965,23539.17451,38.43614594,0,4,4,50.06286163
8.635344609,21354.54093,16.10181606,0,1,4,9.868326727
11.70274948,33136.99661,8.667276812,0,3,1,3.276902154
1.314695539,45319.80416,32.05595283,0,1,5,52.85398761
2.87677056,27872.25129,24.81732034,0,2,3,19.58106042
6.947606596,32651.37853,35.70202815,0,4,2,8.609755568
1.640601539,21197.67598,40.90039354,0,1,5,28.63921299
15.5216325,33472.35542,10.49312712,0,1,1,36.30005847
10.80716221,37328.39242,15.01118782,0,2,4,2.827265602
13.60733966,37127.21161,39.8426166,0,2,2,17.21884384
5.016885276,29972.80077,27.56053913,0,1,3,2.935192582
7.806436677,29465.99542,49.56288879,0,2,5,25.79978796
16.26796292,23198.70857,45.18062397,0,2,5,53.81090171
23.20196264,31003.94962,56.19944869,0,2,2,58.97649228
2.159585793,22984.84007,47.47209112,0,2,1,38.58580566
21.47883938,42997.87834,32.50607141,0,2,3,10.53662393
14.26826763,48988.22893,46.35909748,0,4,2,54.44511401
13.97015004,49102.2337,23.69672693,0,2,4,31.45862157
12.50640631,45952.13298,25.45986943,0,3,3,10.07120941
2.596063976,38023.76448,52.97215412,0,1,5,55.3818735
3.06716759,41025.97092,33.44591243,0,4,2,45.69067399
14.82097613,28556.17408,53.50767941,0,4,5,44.17061109
8.842047143,38923.11261,54.8780753,0,2,5,42.84166152
22.09716553,33669.48648,56.88105325,0,1,5,12.82004944
10.35158236,34460.52019,60.24820844,0,3,1,13.44939481
4.29547355,42733.29681,32.56615757,0,2,5,41.60928691
17.43853317,28457.55067,26.17540864,0,1,4,13.96364226
7.747128693,29541.18835,41.18532856,0,2,4,26.88163011
13.08581707,47739.25373,29.15682814,0,2,3,47.13810771
17.05015407,21686.72885,42.26122751,0,2,5,47.25319857
21.70607456,34569.02895,48.21839417,0,2,5,27.74244458
19.22039748,47384.02401,47.23908605,0,2,2,47.73920636
22.01486148,6094.654138,29.34951456,1,2,1,50.47868598
16.55630456,38310.89023,17.5110315,0,2,3,39.63176933
16.6315632,36392.21223,32.54017229,0,3,5,14.47712529
22.75626681,27492.32538,16.12786621,0,4,2,17.16669504
7.803954242,30298.26467,58.73553101,0,3,1,19.57562817
1.025578167,45561.45247,27.71501526,0,2,3,7.891442356
7.254954866,36776.54395,16.80420559,0,2,3,17.1164176
6.011501731,35442.26581,9.450522315,0,3,5,13.36163423
16.22219546,22987.39141,44.81187602,0,3,3,27.86439624
15.57536679,20480.84469,44.30343209,0,4,2,54.59781532
14.6496118,48910.55566,27.4144375,0,3,3,7.164338688
1.373599194,31309.58502,12.08757766,0,4,4,43.49580751
17.76189525,38096.39186,31.34884701,0,2,2,41.54969726
8.441199487,22391.4522,25.73939722,0,1,1,6.649497721
16.29628775,40493.42857,46.59587646,0,1,1,55.43177189
13.80130386,47977.00126,42.52941722,0,1,5,34.53985993
8.882811285,37269.95759,28.78184251,0,1,5,22.45980575
4.095254143,23783.45967,20.41987559,0,2,4,45.63577643
3.171634646,37451.64582,64.31805007,0,1,1,16.18456205
20.12492166,42990.41639,33.87809241,0,3,1,41.91708039
22.12314347,32192.4961,47.23163144,0,3,1,3.342961247
15.94512508,46395.13244,16.01151915,0,1,1,50.52507422
3.378984642,39460.4886,35.67861288,0,3,3,27.44207997
10.24662599,46977.46755,9.569593033,0,4,2,38.56488195
23.22581416,9084.842127,36.81094172,1,2,2,14.05303137
17.7656016,38705.15934,62.94899221,0,1,4,40.94734905
18.93588033,23938.63916,29.89978264,0,1,3,46.56217628
3.719028313,29290.75133,10.22277272,0,2,1,28.91957803
1.000706533,26053.84845,9.764480082,0,3,1,37.44588852
17.37915206,47264.79493,30.11524532,0,2,5,27.92322951
9.201712048,42812.00202,17.12142138,0,2,5,53.75139079
6.853070627,40291.95107,9.331069491,0,3,4,30.37428165
1.296641805,29028.98959,51.104176,0,2,1,50.66671383
13.42688636,25521.34316,34.13581151,0,3,4,48.27977144
20.57646691,42693.53264,24.486952,0,3,3,25.21978446
23.02552786,34224.73838,59.30474143,0,2,2,14.57498502
14.22879686,13373.90287,14.61992073,1,4,1,24.95884582
14.01213386,26773.68656,62.48737325,0,3,3,49.74682517
12.83261054,38498.65934,25.89610289,0,2,1,14.43031961
2.956296866,21210.01556,58.63900932,0,3,5,31.94174441
13.62407444,29785.10762,42.36774396,0,4,4,48.55970813
9.739518816,34056.70984,55.12231951,0,4,5,21.85517103
14.96411146,24438.75002,64.0887503,0,1,2,38.89036858
9.940706001,49539.63433,24.43910996,0,3,5,15.49226287
6.526879839,26272.92094,62.78472267,0,3,1,7.447487277
3.18420133,23910.5939,30.20046801,0,2,5,47.86866928
8.243124226,26106.04622,29.97417857,0,3,1,6.839148781
3.222831189,43071.83399,27.40206494,0,1,2,17.01150231
5.068629869,32765.16978,38.86023362,0,4,5,51.4514559
23.70873165,36962.47819,16.78626746,0,4,4,21.44168794
11.21438181,20630.27471,39.56155467,0,1,4,58.40967562
13.23305063,21032.93926,38.87717431,0,3,4,58.80432575
21.09322616,33374.76649,51.42840332,0,3,5,16.82828521
23.89808471,44499.6573,55.51804783,0,1,5,3.417715113
14.40243233,46557.16636,33.10515697,0,2,5,42.59873377
19.68689788,22601.19703,25.23299521,0,4,1,27.60820366
8.51964356,36150.89306,22.78208915,0,1,2,6.944417794
8.032111021,47396.89059,19.09355869,0,1,4,42.74384632
10.26218558,31639.18263,11.28591219,0,3,1,2.839319638
16.46766704,44886.97494,27.51953479,0,4,4,52.34160474
16.69040885,24010.86963,23.40411845,0,3,1,9.180499218
8.250506997,48061.83469,63.08579099,0,1,5,8.511400846
4.063828255,42542.69953,39.7894031,0,2,4,11.36466558
15.5451139,48240.03178,27.79479122,0,4,5,57.65571515
3.95149483,40298.51701,41.08665326,0,1,4,41.89699225
14.30532769,30902.11796,15.93421198,0,1,3,48.28092059
16.94870895,48145.43518,33.3104937,0,2,1,24.46046416
17.11406442,28267.00329,43.69535632,0,1,3,20.84245092
18.32985855,29965.17566,35.86717641,0,1,1,14.8345564
21.0757667,41024.25254,30.90139164,0,4,2,29.35823367
12.49905682,42959.48899,64.64935817,0,4,4,33.55789528
17.79573136,47882.10452,58.17794144,0,4,2,38.27471578
15.24097291,26144.07227,43.53413962,0,3,2,16.16999174
5.292718615,43939.94106,40.45450959,0,2,1,56.97059077
